0,2,1,2016001,-1,92
0,2,22,2016001,-1,92
0,2,42,2016001,-1,92
0,2,62,2016001,-1,92
0,2,82,2016001,-1,92
0,2,102,2016001,-1,92
0,2,122,2016001,-1,92
0,2,142,2016001,-1,92
0,2,162,2016001,-1,92
0,2,182,2016001,-1,92
0,2,202,2016001,-1,92
0,2,222,2016001,-1,92
0,2,242,2016001,-1,92
0,2,262,2016001,-1,92
0,2,282,2016001,-1,92
0,2,302,2016001,-1,92
0,2,322,2016001,-1,92
0,2,342,2016001,-1,92
0,2,362,2016001,-1,92
0,2,382,2016001,-1,92
0,2,402,2016001,-1,92
0,2,422,2016001,-1,92
0,2,442,2016001,-1,92
0,2,462,2016001,-1,92
0,2,482,2016001,-1,92
0,2,502,2016001,-1,92
0,2,522,2016001,-1,92
0,2,542,2016001,-1,92
0,2,562,2016001,-1,92
0,2,582,2016001,-1,92
0,2,602,2016001,-1,92
0,2,622,2016001,-1,92
0,2,642,2016001,-1,92
0,2,662,2016001,-1,92
0,2,682,2016001,-1,92
0,2,702,2016001,-1,92
0,2,722,2016001,-1,92
0,2,742,2016001,-1,92
0,2,762,2016001,-1,92
0,2,782,2016001,-1,92
0,2,802,2016001,-1,92
0,2,822,2016001,-1,92
0,2,842,2016001,-1,92
0,2,862,2016001,-1,92
0,2,882,2016001,-1,92
0,2,902,2016001,-1,92
0,2,922,2016001,-1,92
0,2,942,2016001,-1,92
0,2,962,2016001,-1,92
0,2,982,2016001,-1,92
0,2,1002,2016001,-1,92
0,2,1022,2016001,-1,92
0,2,1,2016001,-1,-92
0,2,22,2016001,-1,-92
0,2,42,2016001,-1,-92
0,2,62,2016001,-1,-92
0,2,82,2016001,-1,-92
0,2,102,2016001,-1,-92
0,2,122,2016001,-1,-92
0,2,142,2016001,-1,-92
0,2,162,2016001,-1,-92
0,2,182,2016001,-1,-92
0,2,202,2016001,-1,-92
0,2,222,2016001,-1,-92
0,2,242,2016001,-1,-92
0,2,262,2016001,-1,-92
0,2,282,2016001,-1,-92
0,2,302,2016001,-1,-92
0,2,322,2016001,-1,-92
0,2,342,2016001,-1,-92
0,2,362,2016001,-1,-92
0,2,382,2016001,-1,-92
0,2,402,2016001,-1,-92
0,2,422,2016001,-1,-92
0,2,442,2016001,-1,-92
0,2,462,2016001,-1,-92
0,2,482,2016001,-1,-92
0,2,502,2016001,-1,-92
0,2,522,2016001,-1,-92
0,2,542,2016001,-1,-92
0,2,562,2016001,-1,-92
